kode,string
6175,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Batubara dan Pengilangan Migas adalah senilai Rp 3.883.882.371.328
6176,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Furnitur adalah senilai Rp 314.105.284.117
6177,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Karet, Barang dari Karet dan Plastik adalah senilai Rp 17.039.913.933"
6178,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya  adalah senilai Rp 1.274.541.234.169"
6179,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman  adalah senilai Rp 27.282.845.280"
6180,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Kimia, Farmasi dan Obat Tradisional adalah senilai Rp 56.035.199.039"
6181,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Kulit, Barang dari Kulit dan Alas Kaki  adalah senilai Rp 35.011.563.431"
6182,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Logam Dasar  adalah senilai Rp 4.919.159.361.404
6183,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Makanan dan Minuman  adalah senilai Rp 2.582.402.691.344
6184,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Mesin dan Perlengkapan YTDL adalah senilai Rp 0
6185,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan adalah senilai Rp 49.425.752.313"
6186,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Pengolahan Tembakau adalah senilai Rp 8.365.300.810
6187,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Industri Tekstil dan Pakaian Jadi adalah senilai Rp 184.772.803.919
6188,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Informasi dan Komunikasi adalah senilai Rp 3.115.044.835.922
6189,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Kesehatan dan Kegiatan Sosial adalah senilai Rp 1.346.883.556.775
6190,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Keuangan Lainnya adalah senilai Rp 263.596.633.187
6191,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Lainnya adalah senilai Rp 1.646.644.166.314
6192,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Pendidikan adalah senilai Rp 3.869.787.775.300
6193,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Penunjang Keuangan adalah senilai Rp 32.263.052.893
6194,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Perantara Keuangan Selain Bank Sentral adalah senilai Rp 2.561.224.026.302
6195,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Pertanian dan Perburuan   adalah senilai Rp 224.288.954.052
6196,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Jasa Perusahaan adalah senilai Rp 486.694.904.415
6197,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Kehutanan dan Penebangan Kayu adalah senilai Rp 3.840.216.568.326
6198,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Ketenagalistrikan  adalah senilai Rp 307.722.016.231
6199,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Konstruksi adalah senilai Rp 11.381.790.298.517
6200,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang adalah senilai Rp 280.312.995.062"
6201,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pengadaan Gas dan Produksi Es adalah senilai Rp 27.899.736.411
6202,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Penyediaan Akomodasi  adalah senilai Rp 339.316.790.508
6203,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Penyediaan Makan Minum adalah senilai Rp 1.605.384.557.119
6204,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor adalah senilai Rp 9.039.145.730.923"
6205,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Perdagangan Mobil, Sepeda Motor dan Reparasinya adalah senilai Rp 2.537.805.708.837"
6206,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir adalah senilai Rp 274.008.988.059"
6207,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Perikanan  adalah senilai Rp 8.492.729.669.221
6208,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Perkebunan Semusim dan Tahunan adalah senilai Rp 10.252.985.438.825
6209,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertambangan Batubara dan Lignit adalah senilai Rp 0
6210,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertambangan Bijih Logam adalah senilai Rp 5.481.358.552.403
6211,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertambangan Minyak, Gas dan Panas Bumi adalah senilai Rp 5.494.662.635.177"
6212,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertambangan dan Penggalian Lainnya adalah senilai Rp 4.924.939.617.938
6213,"Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya adalah senilai Rp 1.274.973.862.446"
6214,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Pertanian Tanaman Pangan  adalah senilai Rp 3.432.254.888.731
6215,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Peternakan  adalah senilai Rp 1.782.057.727.506
6216,Total PDRB Provinsi Sulawesi Tengah yang berasal dari PDRB PRODUKSI komponen Real Estate adalah senilai Rp 3.090.767.410.805
6217,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENDAPATAN komponen Kompensasi Tenaga Kerja adalah senilai Rp 33.603.416.512.954
6218,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENDAPATAN komponen Pajak Neto Subsidi Atas Produksi adalah senilai Rp 2.408.710.469.181
6219,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENDAPATAN komponen Surplus Usaha (termasuk pendapatan campuran) Bruto adalah senilai Rp 51.505.955.184.572
6220,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENGELUARAN komponen Konsumsi LNPRT adalah senilai Rp 977.502.609.938
6221,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENGELUARAN komponen Konsumsi Pemerintah adalah senilai Rp 14.265.289.863.289
6222,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENGELUARAN komponen Konsumsi Rumah Tangga adalah senilai Rp 50.903.977.593.419
6223,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENGELUARAN komponen Pembentukan Modal Tetap Bruto adalah senilai Rp 40.458.527.124.672
6224,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PENGELUARAN komponen Perubahan Inventori adalah senilai Rp 191.624.515.069
6225,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib adalah senilai Rp 6.618.639.970.117"
6226,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Angkutan Darat adalah senilai Rp 2.473.691.231.496
6227,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Angkutan Laut  adalah senilai Rp 1.032.523.869.980
6228,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Angkutan Rel  adalah senilai Rp 0
6229,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Angkutan Sungai Danau dan Penyeberangan adalah senilai Rp 311.096.899.378
6230,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Angkutan Udara adalah senilai Rp 1.778.737.050.235
6231,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Asuransi dan Dana Pensiun adalah senilai Rp 285.531.204.630
6232,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Alat Angkutan adalah senilai Rp 1.642.021.089.655
6233,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Barang Galian bukan Logam adalah senilai Rp 339.099.955.596
6234,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik adalah senilai Rp 837.536.675.451"
6235,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Batubara dan Pengilangan Migas adalah senilai Rp 0
6236,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Furnitur adalah senilai Rp 269.835.885.888
6237,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Karet, Barang dari Karet dan Plastik adalah senilai Rp 8.770.320.574"
6238,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya  adalah senilai Rp 537.350.647.844"
6239,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman  adalah senilai Rp 17.812.031.141"
6240,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Kimia, Farmasi dan Obat Tradisional adalah senilai Rp 12.879.845.434"
6241,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Kulit, Barang dari Kulit dan Alas Kaki  adalah senilai Rp 36.918.665.699"
6242,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Logam Dasar  adalah senilai Rp 630.523.566.626
6243,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Makanan dan Minuman  adalah senilai Rp 2.984.740.099.428
6244,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Mesin dan Perlengkapan YTDL adalah senilai Rp 178.420.053.026
6245,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Pengolahan Lainnya, Jasa Reparasi dan Pemasangan Mesin dan Peralatan adalah senilai Rp 28.307.686.863"
6246,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Pengolahan Tembakau adalah senilai Rp 17.738.713
6247,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Industri Tekstil dan Pakaian Jadi adalah senilai Rp 224.316.812.630
6248,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Informasi dan Komunikasi adalah senilai Rp 2.722.821.540.674
6249,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Kesehatan dan Kegiatan Sosial adalah senilai Rp 1.169.785.959.259
6250,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Keuangan Lainnya adalah senilai Rp 329.019.520.081
6251,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Lainnya adalah senilai Rp 1.365.706.379.831
6252,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Pendidikan adalah senilai Rp 3.093.085.919.339
6253,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Penunjang Keuangan adalah senilai Rp 283.488.057.465
6254,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Perantara Keuangan Selain Bank Sentral adalah senilai Rp 1.981.462.842.946
6255,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Pertanian dan Perburuan   adalah senilai Rp 129.144.346.118
6256,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Jasa Perusahaan adalah senilai Rp 669.966.133.876
6257,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Kehutanan dan Penebangan Kayu adalah senilai Rp 242.345.236.872
6258,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Ketenagalistrikan  adalah senilai Rp 256.211.617.961
6259,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Konstruksi adalah senilai Rp 12.477.219.442.123
6260,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang adalah senilai Rp 375.995.397.873"
6261,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pengadaan Gas dan Produksi Es adalah senilai Rp 42.662.318.907
6262,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Penyediaan Akomodasi  adalah senilai Rp 349.566.549.811
6263,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Penyediaan Makan Minum adalah senilai Rp 983.452.915.940
6264,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor adalah senilai Rp 9.317.730.304.296"
6265,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Perdagangan Mobil, Sepeda Motor dan Reparasinya adalah senilai Rp 2.530.110.011.627"
6266,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir adalah senilai Rp 321.579.634.486"
6267,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Perikanan  adalah senilai Rp 10.349.921.034.975
6268,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Perkebunan Semusim dan Tahunan adalah senilai Rp 1.978.398.471.817
6269,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertambangan Batubara dan Lignit adalah senilai Rp 0
6270,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertambangan Bijih Logam adalah senilai Rp 3.163.594.415.487
6271,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertambangan Minyak, Gas dan Panas Bumi adalah senilai Rp 0"
6272,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertambangan dan Penggalian Lainnya adalah senilai Rp 5.459.628.418.549
6273,"Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertanian Tanaman Hortikultura Semusim, Hortikultura Tahunan, dan Lainnya adalah senilai Rp 1.753.366.993.974"
6274,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Pertanian Tanaman Pangan  adalah senilai Rp 2.468.313.052.542
6275,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Peternakan  adalah senilai Rp 638.262.247.494
6276,Total PDRB Provinsi Sulawesi Tenggara yang berasal dari PDRB PRODUKSI komponen Real Estate adalah senilai Rp 2.816.472.101.978
6277,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENDAPATAN komponen Kompensasi Tenaga Kerja adalah senilai Rp 55.344.213.262.465
6278,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENDAPATAN komponen Pajak Neto Subsidi Atas Produksi adalah senilai Rp 4.239.042.285.875
6279,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENDAPATAN komponen Surplus Usaha (termasuk pendapatan campuran) Bruto adalah senilai Rp 49.679.838.085.770
6280,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENGELUARAN komponen Konsumsi LNPRT adalah senilai Rp 2.037.751.073.233
6281,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENGELUARAN komponen Konsumsi Pemerintah adalah senilai Rp 14.799.051.889.495
6282,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENGELUARAN komponen Konsumsi Rumah Tangga adalah senilai Rp 55.579.540.131.759
6283,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENGELUARAN komponen Pembentukan Modal Tetap Bruto adalah senilai Rp 38.681.703.775.345
6284,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PENGELUARAN komponen Perubahan Inventori adalah senilai Rp 371.904.050.643
6285,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib adalah senilai Rp 6.041.430.986.930"
6286,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Angkutan Darat adalah senilai Rp 7.800.759.509.517
6287,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Angkutan Laut  adalah senilai Rp 1.747.975.052.601
6288,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Angkutan Rel  adalah senilai Rp 0
6289,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Angkutan Sungai Danau dan Penyeberangan adalah senilai Rp 309.600.031.126
6290,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Angkutan Udara adalah senilai Rp 2.942.351.269.333
6291,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Asuransi dan Dana Pensiun adalah senilai Rp 450.567.311.011
6292,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Alat Angkutan adalah senilai Rp 233.949.707.634
6293,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Barang Galian bukan Logam adalah senilai Rp 358.392.682.070
6294,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik adalah senilai Rp 363.917.043.897"
6295,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Batubara dan Pengilangan Migas adalah senilai Rp 0
6296,Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Furnitur adalah senilai Rp 293.220.871.327
6297,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Karet, Barang dari Karet dan Plastik adalah senilai Rp 22.246.911.477"
6298,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya  adalah senilai Rp 153.513.827.395"
6299,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman  adalah senilai Rp 255.817.876.945"
6300,"Total PDRB Provinsi Sulawesi Utara yang berasal dari PDRB PRODUKSI komponen Industri Kimia, Farmasi dan Obat Tradisional adalah senilai Rp 223.274.549.100"
